s,desired_out
伯欽把三口兒的夢話，對三藏陳訴一遍，三藏也喜。,伯欽:陳訴一遍:三藏
大叫云：「道號！道號！你好胡思！那個三清，肯降凡基？吾將真姓，說與你知。大唐僧眾，奉旨來西。良宵無事，下降宮闈。喫了供養，閑坐嬉嬉。蒙你叩拜，何以答之？那裏是甚麼聖水，你們喫的都是我一溺之尿！」,行者:大叫:老道士
那怪道：「這猴子一發胡說！你是那裏人，我是那裏人，怎麼得與我父親做弟兄？」,紅孩兒:道:行者
即取金箍棒，幌了一幌，將那平地下週圍畫了一道圈子，請唐僧坐在中間；著八戒、沙僧侍立左右，把馬與行李都放在近身。,行者:請:三藏
老妖道：「是唐僧第二個徒弟沙和尚。」,老妖:道:公主
怪物道：「這祭賽乃上年舊規，如今供獻我，當喫你。」,怪物:道:行者
行者再拜道：「弟子實是不知。那一日，他不在家，只有兩個仙童，候待我等。是豬悟能曉得他有果子，要一個嘗新，弟子委偷了他三個，弟兄們分喫了。那童子知覺，罵我等無已，是弟子發怒，遂將他樹推倒。他次日回來趕上，將我等一袖子籠去，繩綁鞭抽，拷打了一日。我等當夜走脫，又被他趕上，依然籠了。三番兩次，其實難逃，已允了與他醫樹。卻纔自海上求方，遍遊三島，眾神仙都沒有本事，弟子因此志心朝禮，特拜告菩薩。伏望慈憫，俯賜一方，以救唐僧早早西去。」,行者:拜道:菩薩
這魔王大鋼刀，著頭便砍；那八戒九齒鈀，對面來迎。,老妖:砍:八戒
行者笑道：「這個獃子！我就打了大門，還有個辨處。像你強佔人家女子，又沒個三媒六證，又無些茶紅酒禮，該問個真犯斬罪哩！」,行者:笑道:怪
八戒儘力高叫道：「櫃裏是個和尚！」,八戒:高叫道:國王
真君前前後後亂趕，只見四太尉、二將軍，一齊擁至道：「兄長，拿住大聖了麼？」,四太尉、二將軍:道:二郎真君
二神叩頭哀告道：「望大聖方便，容小神訴告。」,土地、山神:叩頭哀告道:孫悟空
太宗道：「朕即位，今一十三年了。」,唐王 :道:十代閻王
三藏道：「你今番可聽我教誨了？」,三藏:道:孫悟空
悟空道：「胡說！胡說！常言道：『官差吏差，來人不差。』你快取生死簿子來我看！」,孫悟空:道:十代冥王
國王道：「怎麼家降？」,國王:道:八戒
行者道：「休怕，只管贏他便了。」,行者:道:三藏
叫：「道人，那壁廂有幾個人聽使令的？」,僧官:叫:道人
行者道：「你還做夢哩！今夜走了火的。」,孫悟空:道:三藏
三藏道：「正是，正是；有齋沒齋罷了，只是尋下處要緊。」,三藏:道:沙僧
菩薩道：「孫悟空，你怎麼不受教誨，不保唐僧，來此處何幹？」,菩薩:道:孫悟空
太子道：「原來是你不知！他還有一個大徒弟，是五百年前大鬧天宮上方太乙金仙齊天大聖；如今保護唐僧往西天拜佛求經，是普陀巖大慈大悲觀音菩薩勸善，與他改名，喚做孫悟空行者。你怎麼沒得做，撞出這件禍來？他又在我海內遇著你的差人，奪了請帖，徑入水晶宮，拿捏我父子們，有『結連妖邪，搶奪人口』之罪。你快把唐僧、八戒送上河邊，交還了孫大聖，憑著我與他陪禮，你還好得性命；若有半個『不』字，休想得全生居於此也！」,太子:道:鼉怪
菩薩道：「你這猴子，又逞自滿，不肯說出保唐僧的話來麼？」,菩薩:道:行者
見八戒執鈀來至，他跳出來，當頭阻住。,妖精:阻:八戒
那和尚就有些不耐煩他進裏邊來的意思，半答不答的還了個禮，道：「你是那裏來的？」,僧官:道:三藏
行者趕上，舉棒就打，被菩薩攔住道：「大聖，莫傷他命。我還要帶他去見如來。」,菩薩:攔住道:行者
行者道：「多承下顧。小和尚一向不曾洗澡，這兩日皮膚燥癢，好歹盪盪去。」,行者:道:國王
三藏一見大喜道：「徒弟，這馬怎麼比前反肥盛了些？在何處尋著的？」,三藏:大喜道:孫悟空
道人笑道：「老爺字多話多，我不能全記。」,道人:笑道:行者
三藏道：「徒弟，他說那怪神通廣大哩。」,三藏:道:行者
長老道：「那個受罪？」,三藏:道:行者
國王害怕道：「怎麼是個角鹿？」,國王:害怕道:監斬官
八戒道：「你打輕些兒；若重了些兒，我又喊起。我認得你！」,八戒:道:行者
行者道：「你只看著我；我有時，你們也都有了。」,行者:道:八戒
長老心慈，便叫：「孩兒，你上馬來，我帶你去。」,三藏:叫:妖精
金星道：「那眾頭目來！累你去報你大聖知之，吾乃上帝遣來天使，有聖旨在此請他。」,太白金星:道:眾妖
急整束了披掛，綽了鋼刀，走出來問道：「那和尚，我既饒了你師父，你怎麼又敢來打上我門？」,老妖:道:八戒、沙僧
行者問道：「你下去許多時纔出來，端的是甚妖邪？可曾尋見師父？」,行者:問道:沙僧
沙僧見了道：「二哥，這怪物懼怕之甚，閉門不出，我和你且回上河崖，再與大哥計較去來。」,沙僧:道:八戒
國王道：「你纔說龍王不在家，不曾有雨；他走上去，以靜功祈禱，就雨下來，怎麼又與他爭功，何也？」,國王:道:道士
豬八戒認得是木叉行者，引師父上前迎接。,八戒、三藏:迎接:惠岸
行者笑道：「獃子不要亂說，把那醜也收拾起些。」,行者:笑道:八戒
三藏道：「你十分撞禍！他雖是翦徑的強徒，就是拿到官司，也不該死罪；你縱有手段，只可退他去便了，怎麼就都打死？這卻是無故傷人的性命，如何做得和尚？出家人『掃地恐傷螻蟻命，愛惜飛蛾紗罩燈』。你怎麼不分皂白，一頓打死？全無一點慈悲好善之心！早還是山野中無人查考；若到城市，倘有人一時沖撞了你，你也行兇，執著棍子，亂打傷人，我可做得白客，怎能脫身？」,三藏:道:孫悟空
行者道：「你弄得我好哩！你既放我出來，讓我逍遙自在耍子便了；你前日在海上迎著我，傷了我幾句，教我來盡心竭力，伏侍唐僧便罷了；你怎麼送他一頂花帽，哄我戴在頭上受苦？把這個箍子長在老孫頭上，又教他念一卷甚麼『緊箍兒咒』，著那老和尚念了又念，教我這頭上疼了又疼，這不是你害我也？」,孫悟空:道:菩薩
李天王即調四大天王與二十八宿，一路出師來鬭。,李天王:调:四大天王
老者道：「那風，能吹天地暗，善刮鬼神愁。裂石崩崖惡，吹人命即休。你們若遇著他那風吹了時，還想得活哩！只除是神仙，方可得無事。」,老者:道:行者
八戒道：「哥哥，他既奉法旨暗保師父，所以不能現身明顯，故此點化仙莊。你莫怪他，昨日也虧他與你點眼，又虧他管了我們一頓齋飯，亦可謂盡心矣。你莫怪他，我們且去救師父來。」,八戒:道:行者
行者、八戒、沙僧，扛起樹來，扶得周正，擁上土，將玉器內甘泉，一甌甌捧與菩薩。,沙僧:捧與:菩薩
八戒道：「不羞！偷東西喫，還要敘禮！若是請將來，卻要如何！」,八戒:道:行者
三藏道：「也罷，徒弟們走路辛苦，先去睡下。等我把這卷經來念一念。」,三藏:道:八戒、行者
眾天丁知他受了仙籙，乃是個弼馬溫，不敢阻當，讓他打出天門去了。,眾天丁:讓:孫悟空
那小妖聽說，疾忙跑入洞裏，報道：「大王！禍事了！」,小妖:報導:魔王
行者道：「是你也認不得你老外公哩！你老外公乃大唐上國駕前御弟三藏法師之徒弟，姓孫，名悟空行者。若問老孫的手段，說出來，教你魂飛魄散，死在眼前！」,孫悟空:道:黑風王
樵子笑道：「你這個風潑和尚，忒沒道理。我倒是好意，特來報與你們。教你們走路時，早晚間防備，你倒轉賴在我身上。且莫說我不曉得妖魔出處，就曉得啊，你敢把他怎麼的遞解？解往何處？」,樵子:道:行者
三藏道：「你的災屯，想應天付，卻與我相類。當時我父曾被水賊傷生。我母被水賊欺占，經三個月，分娩了我。我在水中逃了性命，幸金山寺恩師，救養成人。記得我幼年無父母，此間那太子失雙親，真個可憐！」,三藏:道:皇帝
那魔王把鎗尖點地，喝令小妖齊來。,魔王:喝令:小妖
那怪叩頭不住道：「大聖，小鼉不知大聖大名。卻纔逆了表兄，騁強背理，被表兄把我拿住。今見大聖，幸蒙大聖不殺之恩，感謝不盡。你師父還綑在那水府之間，望大聖解了我的鐵索，放了我手，等我到河中送他出來。」,鼉怪:叩頭道:行者、沙僧
行者道：「莫管，莫管，我有處治。」,孫悟空:道:三藏
那三藏卻不曾答應，他就使一個性子，將身一縱，說一聲「老孫去也！」,孫悟空:說聲:三藏
時有孫行者引豬八戒、沙僧近前侍立道：「師父，有何吩咐？」,行者:引:八戒、沙僧
大聖見了，搜的一翅飛起來，變作一隻大鶿老，沖天而去。,孫悟空:見:二郎真君
那帝君慌忙回禮道：「大聖，失迎。請荒居奉茶。」,帝君:回禮道:行者
行者笑道：「我若再遊過三海，不如上界去求玉帝旨意了。」,行者:道:龍王
行者道：「感激！感激！就請三位老弟行行，我去也。」,行者:道:壽星、福星、祿星
蕭瑀道：「何為好？何為不好？」,蕭瑀:道:菩薩
太宗又道：「此是何處？」,唐王 :道:崔玨
二人至前，老母坐在床上道：「兒呵，我今夜得了個喜夢，夢見你父親來家，說，多虧了長老超度，已消了罪業，上中華富地，長者家去托生。」,老嫗:叫道:伯欽
小妖道：「外班長官，是不曾會。你往那裏去？」,倚海龍:道:行者
行者道：「敖氏昆玉，有煩遠踄。此間乃妖魔之處，汝等且停於空中，不要出頭露面。讓老孫與他賭鬭，若贏了他，不須列位捉拿；若輸與他，也不用列位助陣；只是他但放火時，可聽我呼喚，一齊噴雨。」,行者:道:龍王
那妖怪見了，大驚道：「呀！渾家，你怎麼拿出這一副嘴臉來耶？」,老妖:大驚道:行者
娘娘道：「兒啊，我四更時分，也做了一夢，夢見你父王水淋淋的，站在我跟前，親說他死了，鬼魂兒拜請了唐僧，降假皇帝，救他前身。記便記得是這等言語，只是一半兒不得分明，正在這裏胡疑，怎知今日你又來說這話，又將寶貝拿出。我且收下，你且去請那聖僧急急為之。果然掃蕩妖氛，辨明邪正，庶報你父王養育之恩也。」,娘娘:道:太子
菩薩道：「他本是我蓮花池裏養大的金魚。每日浮頭聽經，修成手段。那一柄九瓣銅鎚，乃是一枝未開的菡萏，被他運鍊成兵。不知是那一日，海潮泛漲，走到此間，我今早扶欄看花，卻不見這廝出拜。掐指巡紋，算著他在此成精，害你師父，故此未及梳妝，運神功，織個竹籃兒擒他。」,菩薩:道:八戒、沙僧
那鬼王疾帥妖兵，出門迎敵，卻被九曜惡星一齊掩殺，抵住在鐵板橋頭，莫能得出。,獨角鬼王:掩殺:九曜星
那老君到兜率宮，將大聖解去繩索，放了穿琵琶骨之器，推入八卦爐中，命看爐的道人，架火的童子，將火煽起煆煉。,太上老君:命:看爐的道人、架火的童子
八戒道：「無甚好草，沒處放馬。」,八戒:道:三藏
對行者道：「他本是靈山腳下的得道老鼠；因為偷了琉璃盞內的清油，燈火昏暗，恐怕金剛拿他，故此走了，卻在此處成精作怪。如來照見了他，不該死罪，故著我轄押，但他傷生造孽，拿上靈山；今又沖撞大聖，陷害唐僧，我拿他去見如來，明正其罪，纔算這場功績哩。」,菩薩:道:行者
判官道：「陛下，那些人都是那六十四處煙塵，七十二處草寇，眾王子、眾頭目的鬼魂；盡是枉死的冤業，無收無管，不得超生，又無錢鈔盤纏，都是孤寒餓鬼。陛下得些錢鈔與他，我纔救得哩。」,崔玨:道:唐王
你看他如風吹敗葉，似雨打殘花，將他兩個趕出水面。,怪物:趕:八戒、沙僧
卻又在袖兒裏一個個搬出，將唐僧綁在階下矮槐樹上；八戒、沙僧各綁在兩邊樹上；將行者綑倒，行者道：「想是調問哩。」,鎮元大仙:綁:三藏
大王尊宣眾文武仙卿，問曰：「這妖猴是幾年產育，何代出身，卻就這般有道？」,玉皇大帝:問曰:文武仙卿
行者大叫如雷道：「怎的好！師父已被他擒去了！」,行者:大叫道:八戒
領眾殺進洞中，將那大小妖精，盡皆剿滅。,小猴:剿滅:小妖
戰不數合，那怪吊回頭，望巽地上，纔待要張口呼風，只見那半空裏，靈吉菩薩將飛龍寶杖丟將下來，不知念了些甚麼咒語，卻是一條八爪金龍，撥喇的輪開兩爪，一把抓住妖精，提著頭，兩三捽，捽在山石崖邊，現了本相，卻是一個黃毛貂鼠。,金龍:抓:老妖
眾僧叩頭道：「老爺若和你徒弟說聲方便，不動扛子，就跪一個月也罷。」,僧眾:道:三藏
悟空伸手一摸，笑道：「師父沒成算！我雖少腮，卻比人多這個素袋，亦可准折過也。」,孫悟空:笑道:菩提祖師
