,s,summary,res
1256,行者道：「獃子！可吊得自在麼？我如今就出去，管情救了你們。」,行者道八戒,"孫悟空道三藏、八戒、沙僧、馬、鬼道行者、魅風、鱖少年
"
1257,大眾道：「不敢瞞師父，適纔孫悟空演變化耍子。教他變科松樹，果然是科松樹，弟子們俱稱揚喝采，故高聲驚冒尊師，望乞恕罪。」,大眾道菩提祖師,"鎮元大仙道小道士、尉遲母孫悟空、弟子、科松樹三藏、馬、長老
"
1258,行者道：「何為敗興？」,行者道道士,"行者道八戒、沙僧、三藏、馬、鹿力大仙、铨、長老、鿊聖真君
"
1259,沙僧道：「那怪物緊閉宅門，再不出來見面；被二哥打破門扇看時，那裏面都是些泥土石塊，實實的疊住了。故此不能得戰，卻來與哥哥計議，再怎麼設法去救師父。」,沙僧道行者,"沙僧道行者、八戒、漢翊靈官、鱖婆、酧天師、雷公、電母、長老
"
1260,諕得八戒上前扯住道：「哥呀，害殺我也！那見做賊的這般吆喝！驚醒了人，把我們拿住，發到官司，就不該死罪，也要解回原籍充軍。」,八戒扯住道行者,"八戒扯住道行者、沙僧、三藏、馬、長老、鯉諸天與守山大神、 善財童子、捧珠龍女
"
1261,他兩口子正欲去說，只見老母叫道：「伯欽孩兒，你來，我與你說話。」,老嫗叫道伯欽,"八戒叫道伯欽、三藏、行者、沙僧、馬、鱖少卿、鯉太宰、長老君
"
1262,道：「你怎麼有話不來直說，卻那般變化了，演樣老孫？」,行者道日值功曹,"孫悟空道三藏、行者、 八戒、沙僧、馬、麼童子、醊天府仙吏
"
1263,行者上前喝八戒道：「你這獃子，全無人氣！你就懼怕妖火，敗走逃生，卻把老孫丟下。早是我有些南北哩！」,行者喝道八戒,"行者喝八戒道三藏、沙僧、馬、流、奔、巴、鹿力大仙、齊天府仙吏
"
1264,八戒道：「哥哥，你去南海何幹？」,八戒道行者,"八戒道行者、沙僧、三藏、馬、鹿力大仙、長老、鯉財童子、道國王
"
1265,國王道：「你試變一個我看看。」,國王道八戒,"國王道三藏、行者、八戒、沙僧、鱖婦、馬、魅魚精、長老道虎
"
1266,劉洪正在夢中，聽得火炮一響，金鼓齊鳴，眾兵殺進私衙，劉洪措手不及，早被擒住。,眾兵擒眾兵,"劉洪正在夢中、聽得火炮一響，金鼓齊鳴私衙眾兵措手
"
1267,那三星見了，拂退碁枰，回禮道：「大聖何來？」,壽星、福星、祿星回禮道行者,"三星回禮道行者、八戒、沙僧、馬、鱖婆、魅魿、鯿力大仙
"
1268,八戒道：「胎裏病，伸不出來。」,八戒道銀角,"八戒道行者、沙僧、三藏、馬、鱖少年、鯉太子、鍧珠龍女道菩薩
"
1269,行者道：「老陳，左右打攪你家。我有五百多年不洗澡了，你可去燒些湯來，與我師徒們洗浴洗浴，一發臨行謝你。」,孫悟空道老者,"行者道三藏、八戒、沙僧、陳、馬、阿羊力大仙、李天王、員家
"
1270,行者道：「你不曾見夜間那火，光騰萬里，亮透三天，且休說二十里，就是二百里也照見了！坐定是他見火光焜燿，趁著機會，暗暗的來到這裏，看見我們袈裟是件寶貝，必然趁鬨擄去也。等老孫去尋他一尋。」,孫悟空道三藏,"孫悟空道三藏、行者、 八戒、沙僧、馬、高才、齊天府仙吏、鯉太宰
"
1271,行者再拜道：「弟子實是不知。那一日，他不在家，只有兩個仙童，候待我等。是豬悟能曉得他有果子，要一個嘗新，弟子委偷了他三個，弟兄們分喫了。那童子知覺，罵我等無已，是弟子發怒，遂將他樹推倒。他次日回來趕上，將我等一袖子籠去，繩綁鞭抽，拷打了一日。我等當夜走脫，又被他趕上，依然籠了。三番兩次，其實難逃，已允了與他醫樹。卻纔自海上求方，遍遊三島，眾神仙都沒有本事，弟子因此志心朝禮，特拜告菩薩。伏望慈憫，俯賜一方，以救唐僧早早西去。」,行者拜道菩薩,"行者再拜道三藏、八戒、沙僧、馬、鱖少年、鯉太宰、酧天君
"
1272,那怪物攔住廟門問道：「今年祭祀的是那家？」,怪物問道行者,"怪物問道行者、八戒、沙僧、黑魚精、鱖小姐、齊天府仙吏
"
1273,樵夫道：「我說什麼神仙話？」,樵子道美猴王,"樵子道行者、八戒、沙僧、雷公、電母、麼神仙話、齊天府仙吏
"
1274,行者聞言道：「這廝造化哩！我那師父是個慈悲好善之人，又有些外好裏枒槎，我待不馱你，他就怪我。馱便馱，須要與你講開：若是大小便，先和我說。若在脊梁上淋下來，臊氣不堪，且污了我的衣服，沒人漿洗。」,行者道銀角,"行者聞言道八戒、沙僧、馱、三藏、鹿力大仙、長老、鯉太尉
"
1275,如來即辭了玉帝眾神，與二尊者出天門之外，又發一個慈悲心，念動真言咒語，將五行山，召一尊土地神祇，會同五方揭諦，居住此山監押。,如來佛祖召土地、五方揭諦,"如來佛祖辭了玉帝眾神、二尊者、五方揭諦、居住步孫悟空
"
1276,三藏道：「徒弟，這怪久住於此，他知道淺深；似這般無邊的弱水，又沒了舟楫，須是得個知水性的，引領引領纔好哩。」,三藏道行者,"三藏道行者、八戒、沙僧、馬、頭、長老、酧天君、鄧天師、雷公、電母
"
1277,老嫗聞言，十分懽喜道：「好！好！好！就是請他，不得這般恰好。明日你父親週忌，就浼長老做些好事，念卷經文，到後日送他去罷。」,老嫗道伯欽,"老嫗懽喜道三藏、行者、 八戒、沙僧、長老、鯉太上老君、鱖婆
"
1278,那妖精聞言，愈加嗔怒，喝一聲，趕到面前，挺鎗又刺。,妖王刺行者,"妖精刺三藏、行者、八戒、沙僧、馬、鹿力大仙、鯉太官、長老君喝珠龍女
"
1279,那小的們，又端了碗，盛一碗遞與八戒。,小的遞與八戒,"小的遞與八戒、沙僧、馬、流、奔、虎、巴、鱖、鯉、張道揭諦神、祖師
"
1280,菩薩聞言，與木叉合掌皈依，道聲佛號，躬身上啟道：「既有德行，貧僧情願送他，決不要錢。」,菩薩、木叉啟道唐王,"菩薩啟道行者、八戒、沙僧、願送蕊、齊天府仙吏、鱖少年
"
1281,行者道：「師父莫要煩惱。這怪深潛水底，其實難行。八戒，你只在此保守師父，再莫與他廝鬭，等老孫往南海走走去來。」,行者道三藏,"行者道三藏、八戒、沙僧、馬、長老、鯉財童子、佈霧神、rose個勾死人
"
1282,那大仙臨行，又叮嚀囑咐道：「我那果子有數，只許與他兩個，不得多費。」,鎮元大仙吩咐清風、明月,"鎮元大仙叮嚀囑咐道行者、八戒、沙僧、馬、鱖少卿、齊天府仙吏
"
1283,菩薩笑道：「悟空，菩薩、妖精，總是念；若論本來，皆屬無有。」,菩薩笑道孫悟空,"菩薩笑道孫悟空、精細鬼、伶俐蟲、徐茂功、秦叔道行者
"
1284,悟空道：「不趁手！不趁手！」,孫悟空道東海龍王,"孫悟空道菩提祖師、徒弟，道美猴王、瓊山大神、伶俐蟲
"
1285,行者辭了菩薩，按落雲頭，將袈裟掛在香柟樹上，掣出棒來，打入黑風洞裏。,孫悟空辭了菩薩,"孫悟空辭了菩薩、按落雲頭蕭瑀、張道士、福星、祿星
"
1286,行者與八戒那裏肯捨，趕著那虎，定要除根。,八戒趕猛虎,"行者趕著八戒、沙僧、除述三藏、鹿力大仙、長老、鯉老陿君
"
1287,天王道：「孩兒，你隨菩薩修行這幾年，想必也有些神通，切須在意。」,李天王道行者,"托塔天王道孫悟空、徒弟，徐諸天王、菩薩、蕭瑀、張道士、鯉太宰
"
1288,八戒道：「正是，正是。」,八戒道行者,"八戒道行者、沙僧、三藏、馬、鄧天君、雷公、電母、鯉太子、長老君
"
1289,妖王道：「正是。」,妖王道行者,"妖王道行者、八戒、沙僧、鱖婆、黑魚精、齊天府仙吏道小妖
"
1290,行者道：「賢弟，常言道：『雞兒不喫無工之食。』你我進門，感承盛齋，你還嚷喫不飽哩，怎麼就不與人家救些患難？」,行者道八戒,"行者道三藏、八戒、沙僧、馬、長老、鎮元大仙、酊天府仙吏、鯉太宰
"
1291,行者道：「好啊！你倒認得。你曾在那裏喫過的？」,行者道沙僧,"行者道八戒、沙僧、三藏、馬、鹿力大仙、長老、鯿星、酧天君、明月
"
1292,僧人道：「五百名，半個不少。」,和尚道行者,"僧人道三藏、行者、 八戒、沙僨、馬、鱖少卿、鯉太子、長老君
"
1293,真君前前後後亂趕，只見四太尉、二將軍，一齊擁至道：「兄長，拿住大聖了麼？」,四太尉、二將軍道二郎真君,"二郎真君擁至道四太尉、二將軍、一齊拿住行者、八戒、沙僧
"
1294,把他那鑽在草裏睡覺，被啄木蟲叮醒，朝石頭唱喏，編造甚麼石頭山、石頭洞、鐵葉門、有妖精的話，預先說了。,行者說三藏,"鑽皇大帝啄木蟲叮醒、朝石頭三藏、行者、 八戒、沙僧、鹿力大仙
"
1295,跳起身，大笑一聲，現了本相，陡發兇心，伸開簸箕大手，把一個彈琵琶的女子，抓將過來，扢咋的把頭咬了一口。,老妖咬女子,"女子現了本相、陡發兇心、伸開簸箕大手、彈琵琶的女子、抓將過來、扢咋的頭咬
"
1296,行者按下雲頭道：「師父，有喫的了。」,行者道 三藏,"行者按下雲頭道三藏、八戒、沙僧、馬、長老、鯉太子、酧天君、雲童子、道士、流
"
1297,那猴高叫道：「是真！決不敢虛謬！」,孫悟空高叫道伯欽,"孫悟空高叫道眾猴、徒弟，徒道羊力大仙、李彪吒、徐茂功君
"
1298,那閻王卻檢生死簿子看時，他夫妻們都有登仙之壽，急差鬼使送回。,閻王差鬼使,"閻王看時差鬼使送回唐王 、 崔玨、 八戒、沙僧、鱖婆、魚精
"
1299,好行者，一觔斗跳上南天門裏，諕得個龐、劉、苟、畢躬身，馬、趙、溫、關控背，俱道：「不好了！不好了！那鬧天宮的主子又來了！」,劉、苟、畢躬身，馬、趙、溫、關控背，道孙悟空,"行者道龐、劉、苟、畢躬身、關控背、俱道殷小姐、玉帝、 八戒、沙僧
"
1300,三藏道：「呀！他的軍令大，真個殺了我，怎麼好？」,三藏道行者,"三藏道孫悟空、八戒、沙僧、馬、配、鄧天君、鿊天府仙吏、銀角
"
1301,行者道：「且休報怨，打便先打我。你又不曾喫打，倒轉嗟呀怎的？」,行者道三藏,"行者道三藏、八戒、沙僧、雷公、電母、鹿力大仙、齊天府仙吏
"
1302,八戒道：「我雖然人物醜，勤緊有些功。若言千頃地，不用使牛耕。只消一頓鈀，佈種及時生。沒雨能求雨，無風會喚風。房舍若嫌矮，起上二三層。地下不掃掃一掃，陰溝不通通一通。家長裏短諸般事，踢天弄井我皆能。」,八戒道婦人,"八戒道行者、沙僧、三藏、馬、鹿力大仙、長老、 八大神、鯉太子、鍧珠龍女
"
1303,猴王喝道：「這潑魔這般眼大，看不見老孫！」,孫悟空喝道魔王,"孫悟空喝道眾猴、徒弟，徐菩提祖師、蕭瑀、張道士、鯉龍
"
1304,三藏聞言，稱謝不盡。,三藏稱謝老者,"三藏謝行者、八戒、沙僧、馬、長老、鎮元大仙、鯉太宰、酊天府仙吏
"
1305,劉洪歸衙，問其原故，小姐道：「我幼時曾許下一願，許捨僧鞋一百雙。昨五日之前，夢見個和尚，手執利刃，要索僧鞋，便覺身子不快。」,劉洪問殷小姐,"劉洪問道殷小姐、玉皇大帝、 八戒、沙僧、馬、魚精、長老
"
1306,你看那豬八戒，眼不轉睛，淫心紊亂，色膽縱橫，扭捏出悄語，低聲道：「有勞仙子下降。娘，請姐姐們去耶。」,豬八戒低聲道女子,"八戒扭捏出悄語、低聲道沙僧、陀角、馬、魅、鹿力大仙
"
1307,菩薩現相，問妖取了佛衣。,菩薩道黑漢,"菩薩問猛虎、 八戒、沙僧、鱖婆、黑魚白金星、齊天府仙吏
"
1308,八戒道：「哥哥不必遲疑，讓你先去拿他，等老豬看守師父。」,八戒道行者,"八戒道三藏、行者、沙僧、馬、長老、鯉財童子、佈霧仙吏道摩昂
"
1309,旁邊閃過龍子、龍孫、蝦臣、蟹士、鰣軍師、鱖少卿、鯉太宰，一齊啟奏道：「大王且息怒。常言道：『過耳之言，不可聽信。』大王此去，必有雲從，必有雨助，恐驚了長安黎庶，上天見責。大王隱顯莫測，變化無方，但只變一秀士，到長安城內，訪問一番。果有此輩，容加誅滅不遲；若無此輩，可不是妄害他人也？」,鱖少卿啟奏道龍王,"龍孫啟奏道玉皇大帝、 八戒、沙僧、鱖少卿、鯉太宰、道婦
"
1310,玉帝聞言，即時宣詔。,玉皇大帝宣詔孫悟空,"玉帝聞言哪吒、徐茂功、護國兒、尉遲母、秦叔行者、 八戒、沙僧、馬
"
1311,唐僧聽不過道：「仙童啊，你鬧的是甚麼？消停些兒；有話慢說不妨，不要胡說散道的。」,唐僧道清風、明月,"三藏聽不過道行者、八戒、沙僧、馬、長老君、鯉太子、鱖少卿、尉道士
"
1312,行者道：「你不馱，我回去耶。」,行者道八戒,"行者道八戒、沙僧、馱、三藏、鹿力大仙、铊天府仙吏、雷公、電母
"
1313,陳老道：「老爺，感蒙替祭救命之恩，雖逐日設筵奉款，也難酬難謝。」,老者道三藏,"老者道三藏、行者、八戒、沙僧、酬、難謝、陳神、鿊天府仙吏、佈阿君
"
1314,那伶俐蟲接在手，看了道：「師父，你這葫蘆長大，有樣範，好看，——卻只是不中用。」,伶俐蟲道行者,"伶俐蟲道三藏、行者、 八戒、沙僧、長老、鯉太子、酧、雷公、電毇
"
1315,那黃袍老怪，出得門來，便問：「你是那方和尚，在我門首吆喝？」,老妖問八戒、沙僧,"老妖問行者、八戒、沙僧、黃、鱖少卿、雷公、電母、鯉太少年
"
1316,行者道：「我們也喫素。都是胎裏素。」,行者道僧官,"行者道八戒、沙僧、三藏、馬、鹿力大仙、長老、鯿星、酧天君、明月
"
1317,太宗前行，徑入森羅殿上，與十王禮畢，分賓主坐定。,唐王 禮畢十代閻王,"唐王分賓主坐定、十代閻王、 崔玨、 八戒、沙僧、鱖婆、魚禮畢
"
1318,八戒跳下馬來：「你們且休講閑口，等老豬試看有多少厚薄。」,八戒道三藏、行者、沙僧,"八戒跳下馬來禪師、講腳大金星、木叉行者、善財童子、捧珠龍女
"
